x,y,p
99861.5212091692,222627.072184556,1.604
99876.3745439927,174067.857015282,1.509
99881.8263220856,21471.6560130351,1.514
100202.401618113,111337.881146778,1.508
100340.023098781,46037.7563355167,1.554
100491.126074434,165582.008916606,1.503
100563.517556115,50079.7376003438,1.559
100707.637242239,220477.856901613,1.559
100761.806218966,160233.428331892,1.518
101381.08235572,219361.040950437,1.559
101490.969484989,219382.686905058,1.569
101655.233322295,41512.0538728216,1.559
101864.403796819,42596.208122974,1.569
101875.545381183,41439.8262771054,1.549
101897.71658064,244693.866781604,1.529
102001.157037247,223026.763009324,1.589
102046.396027884,222923.466913142,1.569
102116.889203025,218753.231952603,1.494
102317.586899839,223085.389508823,1.56
102552.302832569,134052.83698884,1.536
102556.108284509,41921.2414185278,1.559
102570.17919506,183542.299435865,1.476
102668.164866349,64437.1129390078,1.507
102670.138919827,12922.6042554854,1.499
102916.709934871,-9687.16047923197,1.549
103138.81242228,57328.864729823,1.526
103196.026675356,58254.5820523825,1.521
103292.158132932,4136.84593417734,1.549
103340.127541112,-2255.25970890385,1.546
103547.393497009,34310.6535079149,1.569
103571.347317109,-9484.74662234203,1.549
103591.533089043,12680.4098636174,1.499
103594.497597348,62730.7068274036,1.578
103810.851857986,34331.4402988617,1.538
104194.617922739,61722.9567801908,1.569
104288.800517531,54712.1394801174,1.548
104376.894779567,217211.547077455,1.563
104548.599137757,228033.654333733,1.564
104903.369281684,62879.579340214,1.576
104927.659309201,62931.8707515589,1.563
104929.477897104,-7269.14019578899,1.544
104994.742098364,129165.165228709,1.546
105041.735433057,180598.728697902,1.519
105050.393198086,64179.8371153219,1.568
105055.716727002,161260.700647508,1.509
105062.895721553,29621.7010976326,1.549
105529.803843269,85013.2215706426,1.54
105662.794916412,200017.34574785,1.479
105708.5936163,53955.3845360042,1.526
105784.53246504,23417.1518362685,1.507
105894.114729243,230116.680177187,1.574
105914.852578723,53429.2606723911,1.543
105930.742027966,112994.713588534,1.498
106115.267631456,189731.5640678,1.467
106465.282877087,230901.39672577,1.564
106622.618842816,70965.4314511627,1.545
106761.155437635,231480.486875856,1.569
106762.810306022,1452.28499786794,1.531
106889.524876512,72945.7047487249,1.525
106898.705243376,44506.7666887332,1.549
106916.403672915,190208.399339534,1.473
106952.833059979,-3977.00195855671,1.546
107060.053398211,51755.3825354377,1.565
107064.040075889,194982.719022038,1.499
107086.799083755,13343.4730365243,1.499
107181.246687084,194711.473346338,1.471
107266.894338421,220517.818075443,1.569
107341.43483421,190481.309115256,1.468
107371.718841688,190559.119103373,1.483
107482.436913959,89809.9366262524,1.53
108082.619071923,192899.555979016,1.476
108211.44890557,234987.004233135,1.599
108362.049286095,184248.91738612,1.479
108448.843300533,193361.416257397,1.477
108547.537738414,75727.5589690756,1.54
108632.966479063,58106.574784666,1.549
108725.56587932,41081.8718902256,1.569
108988.510772459,236810.873820457,1.569
109133.72418505,183070.285568549,1.476
109399.44660146,214127.179842694,1.572
109500.221739397,65663.8800857012,1.438
109665.558347983,160414.00155643,1.518
109896.40008173,213693.118798649,1.569
109964.103228921,12977.7921716765,1.427
109986.607492117,65873.3321634321,1.525
109986.864958998,213630.277854974,1.547
110087.024353888,213544.811957421,1.562
110095.508038354,222693.502588536,1.579
110420.535092273,222956.651251138,1.579
110566.596263942,215701.901217791,1.559
110582.234560603,241586.951062931,1.569
110664.509767324,146373.994171182,1.529
110667.533669356,54617.9620340946,1.548
110758.894274192,241243.604187796,1.564
111163.659944663,242713.634232708,1.599
111163.731322976,223560.227187655,1.549
112021.725087743,21741.8511355568,1.558
112119.382555768,211786.053388964,1.549
112349.504796968,211482.876102121,1.544
112445.435869693,159549.142592936,1.499
112756.547496943,192403.973727206,1.539
112871.228144212,224865.29124567,1.549
112928.70036303,232931.944556785,1.539
112965.19516028,101659.348583176,1.529
113033.688961304,17496.2102684196,1.426
113119.337131543,214707.812526496,1.549
113265.74547346,214896.345235642,1.529
113340.162841996,24054.005130714,1.589
113600.494805986,34204.99191282,1.599
113731.169892724,6215.61521068838,1.56
114218.659714995,71384.0410615199,1.525
114613.848884378,-1450.77122823516,1.579
114622.437843246,156404.341682559,1.504
114908.807919348,203053.030239501,1.539
114943.414772145,226167.937551753,1.579
114958.767440565,204537.793659757,1.519
114973.657681347,205565.029973493,1.524
115054.045908379,85437.2720950485,1.555
115108.512352081,205111.76426661,1.509
115118.894356673,201817.414362566,1.519
115141.629799228,206045.491084404,1.539
115195.590858602,205528.958464762,1.464
115329.954421304,157776.0905286,1.529
115621.66761061,162819.575100983,1.509
115685.251998493,158958.175256794,1.504
115685.821171175,162759.663869338,1.504
115850.941755719,161720.062089055,1.519
115882.934972923,136512.579012542,1.539
116080.150321289,187076.742916227,1.519
116211.986960429,76043.3316796915,1.525
116217.423193309,62086.6592150559,1.559
116334.657087444,249714.628898407,1.564
116363.787232821,159333.519682132,1.509
116508.846880848,242970.406303897,1.528
116540.612190749,43448.7605542495,1.619
116653.362431612,159741.443427898,1.514
116839.38029721,-889.371169452381,1.56
116925.286819394,130396.765903168,1.559
116973.126074398,171287.641484041,1.519
117229.841890024,97982.7162521183,1.53
117367.590305434,48944.215775592,1.549
117641.62905747,35728.2998622503,1.529
117657.457625165,239715.344196534,1.564
117659.274593709,80045.872443543,1.525
117685.122003387,98056.9571540387,1.535
117701.11244092,79895.9560046776,1.524
117970.666625877,236097.684779357,1.468
118147.273343101,-1441.70419037237,1.565
118290.937185862,90560.6683144275,1.53
118447.9205887,168947.738881296,1.52
118465.142909748,180628.093777112,1.519
118780.061694755,160127.438998771,1.514
119108.127442221,180937.759314072,1.524
119444.110293023,141746.641218811,1.525
119474.842241793,224706.590766483,1.569
119851.145623289,201090.286454034,1.539
119855.31150897,65942.7792913861,1.525
120775.803310291,7762.44420902734,1.567
120795.720512301,111741.160164241,1.559
121404.345396333,80687.4932777471,1.586
121735.411642867,7855.87385210488,1.579
121856.872646837,167777.623566204,1.519
121967.232418098,8566.16473576095,1.579
122024.601298691,93896.079778694,1.557
122321.358475745,167593.771201522,1.539
122766.587794199,70681.3832558449,1.586
123038.912518868,164810.96613523,1.549
123492.617188681,210118.549365412,1.539
123661.482369375,165715.097581673,1.504
123821.757523009,76172.0121351116,1.586
123929.363968914,20672.3421610835,1.528
124111.322520828,45847.7730051122,1.549
124177.49366788,66948.6137775391,1.539
124191.671086283,110540.482886097,1.559
124193.033381061,77375.7628578419,1.58
124293.809044924,31279.9889971984,1.559
124618.093772887,186312.598105581,1.539
124813.35665412,146262.428383419,1.529
125002.134196812,77365.7219622841,1.58
125411.573525712,61986.0061022763,1.569
125619.17800611,231549.012562779,1.509
125846.487533175,250741.710349897,1.564
125925.118201266,77312.6694834002,1.581
125992.703836585,246298.062008792,1.539
125997.576323105,77450.3140332025,1.586
126160.929254202,2560.06610342494,1.564
126492.468750195,22234.6403732915,1.557
126730.681004033,231799.041626497,1.589
126851.401702231,205375.008864002,1.539
126971.498281533,62403.8477366654,1.559
127021.573157835,21594.4620713227,1.569
127250.148733225,151731.818595149,1.544
127777.550577757,149983.541130635,1.559
128057.573662909,99302.0947843705,1.559
128308.223108168,226101.160602841,1.549
128406.598739656,9398.64736631053,1.539
128513.481495662,14667.4766116361,1.519
128609.508283202,148042.710481516,1.547
129110.273671855,68730.0350301514,1.567
129148.754806949,140442.078700168,1.494
129377.840215434,23380.3712439826,1.559
129892.768960503,56233.8896412366,1.549
130101.266278797,181968.785335459,1.519
130774.597623617,39649.1040049596,1.559
130932.777401305,215645.468418515,1.519
130994.914075448,215800.867451309,1.519
131413.375881114,115117.010576558,1.559
131450.231129252,86933.6184584119,1.557
131910.317437904,244338.028810663,1.549
131947.646785106,223198.512128423,1.549
132288.936287734,43925.3980541282,1.575
132490.201984363,39404.5516633614,1.545
132678.495786308,3487.00157625269,1.529
132926.878548305,110815.032228806,1.559
133015.257052585,105557.806428737,1.559
133966.211206719,253885.664507562,1.549
133979.23739541,193116.429902131,1.544
134306.431974075,244613.487222972,1.549
134391.244085284,193120.797782139,1.544
134862.318385961,138374.740577811,1.547
135154.731388614,28212.9127534833,1.559
135370.878511904,229113.668924972,1.598
135405.330232011,229069.765248759,1.591
135425.806254818,230242.240760087,1.591
135940.303966409,234591.648109895,1.588
136376.769145784,201904.495934727,1.539
136419.069414606,127827.71972922,1.542
136716.67181741,127495.011162769,1.547
136960.360898122,127043.792794148,1.543
136982.217256775,126947.447857101,1.542
137205.228152343,205659.644935225,1.479
137209.24615404,31629.2377497065,1.559
137585.387604643,125767.865207408,1.547
137600.543894321,168579.210742262,1.539
140135.362108253,248321.570272857,1.569
141098.346955484,248278.191135611,1.549
141503.093325273,174081.442863339,1.499
141615.893475583,146611.625492817,1.539
141790.214420995,165790.751140131,1.548
141812.020607677,174025.270082709,1.539
143103.115969711,208091.729543219,1.499
143248.869427955,190940.94525084,1.518
143737.710101629,33255.1212627548,1.559
144206.595666758,161891.497021767,1.543
144430.602354357,160863.96700887,1.549
144622.847730296,160599.727293917,1.549
144645.250086747,160401.425814529,1.547
144846.152875463,240521.329844645,1.559
145134.829910091,179332.325802151,1.539
145678.978971552,156746.608528742,1.548
146534.129592803,233638.788243087,1.569
146662.56741892,233594.484517584,1.589
146929.245813711,106385.98029654,1.559
147387.337254484,106078.536756038,1.559
147547.626049433,137931.854455111,1.559
147559.140922056,167542.360790607,1.549
147749.051233045,223221.645737761,1.559
148959.572113293,177123.377435058,1.514
150047.085069045,26687.8855227572,1.559
150245.086643935,194688.591891639,1.499
150286.543248631,106960.439564755,1.559
150569.589017818,251486.125180719,1.559
150662.725247979,142928.332302265,1.559
151091.608871238,238416.350809368,1.559
151245.827345778,107468.031401367,1.559
151919.962039347,214975.067047296,1.549
152123.031696269,215090.830678042,1.504
152391.364013468,216198.023704152,1.559
152427.70236452,133240.199273938,1.559
152673.274657774,154508.870374253,1.559
153795.857444844,126342.157195502,1.559
154049.850641839,127737.531369875,1.559
154090.076922441,111259.75653642,1.559
154263.845433924,112037.399334774,1.559
154456.880978541,111970.427960613,1.559
154917.434998553,113296.655874215,1.559
155602.080909204,183958.702499679,1.539
156927.955259818,223798.08931396,1.518
157335.682168627,229422.247710678,1.528
157635.120234379,117986.923216228,1.559
157635.208830486,118441.736594304,1.559
158486.737083209,172304.191185186,1.539
162373.858266609,159700.971469665,1.539
162990.661080009,165903.474981171,1.543
165377.950807523,122034.290481173,1.559
166374.26597046,158910.329940139,1.539
168095.245705234,143014.30256806,1.559
171500.340445418,120792.40343303,1.559
171515.214138102,136586.030245604,1.559
174316.33743722,116203.643822909,1.559
